age,workclass,fnlwgt,occupation,relationship,education,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_week,country,salary
28, Self-emp-not-inc,254989, Sales, Own-child, 11th,7, Never-married, White, Male,0,0,40, United-States, <=50K
19, ?,119234, ?, Other-relative, Some-college,10, Never-married, White, Female,0,0,15, United-States, <=50K
68, Private,224338, Exec-managerial, Not-in-family, Assoc-voc,11, Widowed, White, Female,0,0,40, United-States, <=50K
21, Private,190968, Machine-op-inspct, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
21, Private,224640, Sales, Own-child, Some-college,10, Never-married, White, Female,0,0,40, United-States, <=50K
21, Private,306114, Adm-clerical, Own-child, Some-college,10, Never-married, White, Male,0,0,20, United-States, <=50K
32, Private,732102, Exec-managerial, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
56, Private,318450, Adm-clerical, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,80, United-States, >50K
54, Local-gov,178356, Other-service, Husband, 9th,5, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
33, Private,93930, Craft-repair, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,50, United-States, <=50K
34, Self-emp-not-inc,182714, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,55, United-States, >50K
69, Private,102874, Adm-clerical, Not-in-family, HS-grad,9, Widowed, White, Female,0,0,24, United-States, <=50K
60, Private,40856, Craft-repair, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,46, United-States, >50K
38, Private,173968, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc,194726, Craft-repair, Own-child, HS-grad,9, Divorced, White, Male,0,0,35, United-States, <=50K
45, Self-emp-inc,173664, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
38, Private,259019, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,44, United-States, <=50K
32, Private,188246, Craft-repair, Own-child, HS-grad,9, Divorced, White, Male,0,0,40, United-States, <=50K
34, Private,73199, Other-service, Own-child, 11th,7, Never-married, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
40, Federal-gov,298635, Tech-support, Husband, Masters,14, Married-civ-spouse, Asian-Pac-Islander, Male,0,1902,40, Philippines, >50K
63, Private,68872, Transport-moving, Wife, HS-grad,9, Married-civ-spouse, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
40, Self-emp-not-inc,165108, Adm-clerical, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, England, <=50K
23, Private,189203, Sales, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
18, Private,414721, Other-service, Own-child, 11th,7, Never-married, Black, Male,0,1602,23, United-States, <=50K
36, Private,90897, Tech-support, Not-in-family, Assoc-acdm,12, Never-married, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc,136450, Adm-clerical, Wife, Assoc-acdm,12, Married-civ-spouse, White, Female,0,0,35, United-States, >50K
33, Private,172664, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,70, United-States, >50K
66, Private,174491, Handlers-cleaners, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
21, ?,380219, ?, Own-child, Some-college,10, Never-married, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc,213745, Other-service, Unmarried, Some-college,10, Divorced, White, Female,0,0,45, United-States, <=50K
32, State-gov,200469, Protective-serv, Unmarried, Some-college,10, Never-married, Black, Female,3887,0,40, United-States, <=50K
42, Self-emp-not-inc,93099, Prof-specialty, Own-child, Some-college,10, Married-civ-spouse, White, Female,0,0,25, United-States, <=50K
36, Private,32776, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,1977,40, United-States, >50K
47, Private,230136, Other-service, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,60, United-States, >50K
54, Self-emp-inc,298215, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
23, Private,664670, Craft-repair, Own-child, HS-grad,9, Never-married, Black, Male,0,0,40, United-States, <=50K
18, ?,79990, ?, Own-child, 11th,7, Never-married, White, Male,0,0,35, United-States, <=50K
44, Self-emp-not-inc,194636, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,3137,0,50, United-States, <=50K
36, Private,143068, Craft-repair, Unmarried, Some-college,10, Divorced, White, Male,0,0,40, United-States, <=50K
43, Local-gov,193755, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
50, Private,273536, Sales, Husband, 7th-8th,4, Married-civ-spouse, Other, Male,0,0,49, Dominican-Republic, <=50K
51, Private,96062, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,1977,40, United-States, >50K
23, Private,269687, Tech-support, Not-in-family, Assoc-voc,11, Never-married, White, Male,0,0,40, United-States, <=50K
19, ?,258026, ?, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,16, United-States, <=50K
34, Private,178841, Exec-managerial, Wife, Bachelors,13, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
56, Federal-gov,155238, Adm-clerical, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
58, ?,210031, ?, Unmarried, HS-grad,9, Divorced, White, Male,0,0,40, United-States, <=50K
23, Private,122272, Craft-repair, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
61, Private,221447, Machine-op-inspct, Not-in-family, HS-grad,9, Never-married, Black, Female,0,0,40, United-States, <=50K
30, Private,125279, Sales, Unmarried, HS-grad,9, Married-spouse-absent, White, Male,0,0,40, United-States, <=50K
34, Private,176992, Machine-op-inspct, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc,138370, Sales, Not-in-family, Masters,14, Married-spouse-absent, Asian-Pac-Islander, Male,0,0,50, India, <=50K
35, Private,361888, Tech-support, Husband, Assoc-acdm,12, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
57, Private,185072, Adm-clerical, Other-relative, Some-college,10, Never-married, Black, Female,0,0,40, Jamaica, <=50K
35, Local-gov,258037, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, Cuba, >50K
25, Private,254613, Craft-repair, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, Cuba, <=50K
52, Private,137428, Transport-moving, Not-in-family, HS-grad,9, Divorced, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc,120539, Sales, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,50, United-States, >50K
20, Private,236804, Adm-clerical, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
34, Private,117983, Adm-clerical, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
26, Self-emp-inc,366662, Sales, Own-child, HS-grad,9, Never-married, White, Male,0,0,50, United-States, <=50K
20, Private,406641, Adm-clerical, Own-child, Some-college,10, Never-married, White, Female,0,0,35, United-States, <=50K
29, Private,262478, Farming-fishing, Own-child, HS-grad,9, Never-married, Black, Male,0,0,30, United-States, <=50K
55, Private,143372, Sales, Unmarried, HS-grad,9, Divorced, Black, Female,0,0,40, United-States, <=50K
32, Private,118551, Exec-managerial, Not-in-family, Masters,14, Never-married, White, Female,0,0,45, United-States, >50K
27, State-gov,146243, Other-service, Not-in-family, Some-college,10, Separated, White, Female,0,0,30, United-States, <=50K
51, Private,163052, Protective-serv, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
35, Private,54159, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,38, United-States, <=50K
51, Self-emp-not-inc,149770, Sales, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,44, United-States, <=50K
30, Private,224462, Handlers-cleaners, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
30, Private,132565, Craft-repair, Unmarried, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc,403391, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
65, ?,293385, ?, Husband, Preschool,1, Married-civ-spouse, Black, Male,0,0,30, United-States, <=50K
20, ?,25139, ?, Own-child, Some-college,10, Never-married, White, Female,0,0,40, United-States, <=50K
30, Private,219838, Machine-op-inspct, Not-in-family, 12th,8, Divorced, White, Male,0,0,40, United-States, <=50K
53, Private,72257, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,55, United-States, <=50K
34, Private,58305, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,1573,40, United-States, <=50K
21, Private,202214, Adm-clerical, Not-in-family, Assoc-acdm,12, Never-married, White, Female,0,0,10, United-States, <=50K
46, Self-emp-inc,256909, Farming-fishing, Not-in-family, HS-grad,9, Married-spouse-absent, White, Male,3325,0,45, United-States, <=50K
65, Self-emp-not-inc,99359, Prof-specialty, Not-in-family, Prof-school,15, Never-married, White, Male,1086,0,60, United-States, <=50K
27, Private,363053, Priv-house-serv, Unmarried, 9th,5, Never-married, White, Female,0,0,24, Mexico, <=50K
38, Private,472604, Other-service, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,35, Mexico, <=50K
39, Private,50700, Prof-specialty, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
33, Local-gov,83671, Prof-specialty, Not-in-family, Bachelors,13, Never-married, Black, Female,0,0,50, United-States, <=50K
45, Private,197731, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
34, Private,106761, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
60, Private,156889, Adm-clerical, Not-in-family, Some-college,10, Divorced, White, Female,0,0,40, United-States, <=50K
62, Private,26966, Adm-clerical, Not-in-family, Some-college,10, Widowed, White, Female,0,0,40, United-States, <=50K
57, Private,47619, Prof-specialty, Not-in-family, Assoc-acdm,12, Divorced, Black, Female,0,0,40, United-States, <=50K
29, Private,244566, Machine-op-inspct, Unmarried, HS-grad,9, Divorced, White, Male,0,0,40, United-States, <=50K
51, Private,224207, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
26, Private,396482, Sales, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,48, United-States, <=50K
22, Private,174461, Adm-clerical, Own-child, Some-college,10, Never-married, White, Female,0,0,15, United-States, <=50K
36, Local-gov,180805, Transport-moving, Not-in-family, HS-grad,9, Never-married, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private,175720, Handlers-cleaners, Not-in-family, 10th,6, Never-married, White, Male,0,0,40, United-States, <=50K
41, Private,320984, Prof-specialty, Husband, Prof-school,15, Married-civ-spouse, White, Male,99999,0,65, United-States, >50K
40, Private,163985, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,24, United-States, <=50K
44, ?,109912, ?, Wife, Bachelors,13, Married-civ-spouse, White, Female,0,0,16, United-States, >50K
26, Private,206307, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
43, Local-gov,216116, Prof-specialty, Unmarried, Masters,14, Separated, Black, Female,0,0,37, United-States, <=50K
37, Private,213008, Prof-specialty, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,40, Japan, <=50K
17, Private,230789, Sales, Own-child, 9th,5, Never-married, Black, Male,0,0,22, United-States, <=50K
23, Private,203076, Machine-op-inspct, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
41, Local-gov,189956, Prof-specialty, Wife, Bachelors,13, Married-civ-spouse, Black, Female,0,0,40, United-States, >50K
17, Self-emp-not-inc,181317, Farming-fishing, Own-child, 10th,6, Never-married, White, Male,0,0,35, United-States, <=50K
22, Private,137862, Adm-clerical, Other-relative, Some-college,10, Never-married, White, Female,0,0,16, United-States, <=50K
21, Private,149809, Farming-fishing, Own-child, HS-grad,9, Never-married, White, Male,0,0,24, United-States, <=50K
44, Private,106682, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
51, Private,159604, Prof-specialty, Wife, Some-college,10, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
25, Local-gov,476599, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
49, Private,198759, Sales, Husband, Assoc-acdm,12, Married-civ-spouse, White, Male,15024,0,60, United-States, >50K
17, Private,169658, Other-service, Own-child, 10th,6, Never-married, White, Female,0,0,21, United-States, <=50K
40, Private,316820, Sales, Husband, 7th-8th,4, Married-civ-spouse, White, Male,4064,0,40, United-States, <=50K
36, Private,175360, Adm-clerical, Not-in-family, Masters,14, Never-married, White, Male,13550,0,50, United-States, >50K
21, Private,56520, Adm-clerical, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
19, ?,204441, ?, Other-relative, HS-grad,9, Never-married, Black, Male,0,0,20, United-States, <=50K
18, Private,132652, Other-service, Own-child, 11th,7, Never-married, White, Male,0,0,20, United-States, <=50K
47, Local-gov,193012, Protective-serv, Not-in-family, Masters,14, Divorced, Black, Male,0,0,50, United-States, >50K
49, Private,199448, Sales, Unmarried, Assoc-voc,11, Divorced, White, Female,0,0,40, United-States, <=50K
44, Private,86298, Craft-repair, Not-in-family, HS-grad,9, Divorced, White, Male,0,0,40, United-States, <=50K
19, Private,339123, Exec-managerial, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
19, ?,181265, ?, Own-child, Some-college,10, Never-married, White, Female,0,0,30, United-States, <=50K
45, Private,96798, Transport-moving, Unmarried, 5th-6th,3, Divorced, White, Male,0,0,40, United-States, <=50K
27, Private,218184, Adm-clerical, Not-in-family, Some-college,10, Never-married, Black, Female,0,0,40, Jamaica, <=50K
46, Private,191204, Exec-managerial, Own-child, Assoc-voc,11, Never-married, White, Female,0,0,40, United-States, <=50K
32, Private,267736, Adm-clerical, Own-child, Some-college,10, Never-married, Black, Female,0,0,40, United-States, <=50K
31, Private,133861, Exec-managerial, Not-in-family, Assoc-acdm,12, Divorced, White, Male,0,0,40, United-States, <=50K
41, Private,209547, Machine-op-inspct, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc,67929, Farming-fishing, Own-child, Some-college,10, Never-married, White, Male,0,0,50, United-States, <=50K
43, Private,265266, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
36, Private,83471, Other-service, Unmarried, HS-grad,9, Widowed, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
31, Local-gov,190228, Exec-managerial, Not-in-family, Masters,14, Never-married, White, Male,0,0,45, United-States, <=50K
63, Private,318763, Craft-repair, Unmarried, Some-college,10, Divorced, White, Male,0,0,22, United-States, <=50K
38, Private,320451, Prof-specialty, Husband, Masters,14, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
39, Private,22494, Exec-managerial, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
35, Private,65706, Other-service, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
27, Private,57052, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,2885,0,40, United-States, <=50K
19, Private,63434, Machine-op-inspct, Not-in-family, Some-college,10, Never-married, White, Female,0,0,35, United-States, <=50K
21, Private,121023, Other-service, Own-child, Some-college,10, Never-married, White, Female,0,0,9, United-States, <=50K
40, Federal-gov,130749, Exec-managerial, Not-in-family, Some-college,10, Divorced, Black, Female,0,0,40, United-States, <=50K
47, Private,235683, Prof-specialty, Unmarried, Masters,14, Divorced, White, Female,0,0,40, United-States, <=50K
44, Local-gov,202872, Prof-specialty, Unmarried, Some-college,10, Divorced, White, Female,0,0,25, United-States, <=50K
30, Private,70377, Machine-op-inspct, Not-in-family, Some-college,10, Never-married, White, Female,0,0,40, United-States, <=50K
25, Private,374163, Farming-fishing, Not-in-family, HS-grad,9, Married-spouse-absent, Other, Male,0,0,40, Mexico, <=50K
37, Private,254202, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
19, Private,47577, Transport-moving, Not-in-family, Some-college,10, Never-married, White, Male,0,0,50, United-States, <=50K
20, Private,51816, Protective-serv, Own-child, HS-grad,9, Never-married, Black, Male,0,0,40, United-States, <=50K
30, State-gov,46144, Adm-clerical, Own-child, HS-grad,9, Married-AF-spouse, White, Female,0,0,38, United-States, <=50K
24, Private,341368, Adm-clerical, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
41, Private,123403, Adm-clerical, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
52, Private,95128, Sales, Not-in-family, Some-college,10, Divorced, White, Male,0,0,50, United-States, <=50K
29, Private,222249, Adm-clerical, Other-relative, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
45, Private,154308, Exec-managerial, Husband, Masters,14, Married-civ-spouse, Black, Male,0,0,40, United-States, >50K
19, Private,106306, Other-service, Own-child, Some-college,10, Divorced, White, Female,0,0,40, United-States, <=50K
29, Private,358124, Other-service, Other-relative, HS-grad,9, Never-married, Black, Female,0,0,52, United-States, <=50K
41, State-gov,214985, Exec-managerial, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
21, Private,376929, Priv-house-serv, Not-in-family, 5th-6th,3, Never-married, White, Female,0,0,40, Mexico, <=50K
39, Private,58972, Exec-managerial, Unmarried, Assoc-acdm,12, Divorced, White, Male,1506,0,40, United-States, <=50K
21, State-gov,337766, Prof-specialty, Own-child, Some-college,10, Never-married, White, Male,0,0,20, United-States, <=50K
82, Private,147729, Other-service, Unmarried, 5th-6th,3, Widowed, White, Male,0,0,20, United-States, <=50K
30, Private,117963, Adm-clerical, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
35, Federal-gov,245372, Adm-clerical, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
33, Private,235847, Exec-managerial, Wife, Prof-school,15, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
31, Private,206046, Machine-op-inspct, Not-in-family, HS-grad,9, Divorced, White, Male,0,0,40, United-States, <=50K
18, Private,374969, Transport-moving, Not-in-family, 10th,6, Never-married, White, Male,0,0,56, United-States, <=50K
44, Self-emp-not-inc,167280, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
48, Private,177775, Exec-managerial, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
28, Private,176683, Tech-support, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,70, United-States, >50K
31, Private,487742, Sales, Unmarried, Some-college,10, Separated, White, Female,0,0,40, United-States, <=50K
19, Private,201743, Other-service, Own-child, Some-college,10, Never-married, White, Female,0,0,15, United-States, <=50K
43, Private,122975, Machine-op-inspct, Wife, HS-grad,9, Married-civ-spouse, Black, Female,0,0,21, Trinadad&Tobago, <=50K
32, Private,204792, Farming-fishing, Husband, 11th,7, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
37, Private,212465, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc,28281, Farming-fishing, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
38, Private,186191, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,55, United-States, <=50K
32, Private,167990, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, Ireland, <=50K
64, Private,218490, Exec-managerial, Not-in-family, Bachelors,13, Divorced, White, Male,27828,0,55, United-States, >50K
29, Private,157262, Exec-managerial, Not-in-family, Masters,14, Never-married, White, Female,0,0,45, United-States, <=50K
32, Private,137076, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,15024,0,60, United-States, >50K
26, Private,94936, Sales, Not-in-family, Assoc-acdm,12, Never-married, White, Male,0,0,40, United-States, <=50K
50, Private,138852, Craft-repair, Not-in-family, Some-college,10, Divorced, White, Male,4650,0,22, United-States, <=50K
28, Private,34532, Tech-support, Not-in-family, Bachelors,13, Never-married, Black, Male,0,0,30, Jamaica, <=50K
53, State-gov,104501, Prof-specialty, Husband, Doctorate,16, Married-civ-spouse, White, Male,0,0,40, ?, >50K
51, Private,155403, Adm-clerical, Wife, HS-grad,9, Married-civ-spouse, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc,140985, Adm-clerical, Wife, Bachelors,13, Married-civ-spouse, White, Female,99999,0,30, United-States, >50K
24, Private,278107, Craft-repair, Own-child, HS-grad,9, Never-married, White, Male,0,0,60, United-States, <=50K
54, Private,87205, Other-service, Not-in-family, HS-grad,9, Widowed, White, Female,0,0,15, United-States, <=50K
33, Private,355856, Sales, Husband, Assoc-acdm,12, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
54, Private,175262, Machine-op-inspct, Husband, 7th-8th,4, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
20, Private,181675, Other-service, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
32, Private,349028, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
30, Private,251120, Craft-repair, Not-in-family, 7th-8th,4, Never-married, White, Male,0,0,38, United-States, <=50K
30, Private,45781, Adm-clerical, Unmarried, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
20, Private,183594, Transport-moving, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
54, Private,21698, Other-service, Unmarried, 10th,6, Divorced, White, Female,0,0,40, United-States, <=50K
21, Private,206492, Sales, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, ?, <=50K
24, Private,88676, Other-service, Own-child, HS-grad,9, Never-married, White, Male,0,0,35, United-States, <=50K
35, State-gov,150488, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
90, ?,313986, ?, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
30, Self-emp-inc,205733, Exec-managerial, Not-in-family, Some-college,10, Never-married, White, Female,0,0,60, United-States, <=50K
21, Private,438139, Sales, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,50, United-States, <=50K
41, Local-gov,343079, Prof-specialty, Wife, Bachelors,13, Married-civ-spouse, White, Female,0,1740,20, United-States, <=50K
48, Private,240231, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
56, Private,124771, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
18, ?,256179, ?, Own-child, Some-college,10, Never-married, White, Male,594,0,10, United-States, <=50K
32, Self-emp-not-inc,350624, Craft-repair, Husband, 12th,8, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
25, Private,186294, Adm-clerical, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,50, United-States, <=50K
28, Private,192384, Handlers-cleaners, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc,183479, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,30, United-States, <=50K
43, Private,177083, Tech-support, Unmarried, Some-college,10, Divorced, White, Female,0,0,30, United-States, <=50K
28, Private,124680, Sales, Unmarried, HS-grad,9, Never-married, White, Female,0,0,70, United-States, <=50K
25, Private,211497, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
25, Private,29599, Transport-moving, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,38, United-States, <=50K
44, Self-emp-inc,69333, Craft-repair, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
38, Private,91039, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,15024,0,60, United-States, >50K
24, Private,185452, Tech-support, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,50, United-States, <=50K
58, State-gov,40925, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc,117944, Prof-specialty, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,25, United-States, <=50K
25, Self-emp-inc,90752, Sales, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,50, United-States, <=50K
26, Private,32276, Farming-fishing, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
20, ?,163665, ?, Own-child, HS-grad,9, Never-married, White, Female,0,0,20, United-States, <=50K
25, Private,1484705, Exec-managerial, Unmarried, Some-college,10, Divorced, White, Female,0,0,25, United-States, <=50K
25, Self-emp-not-inc,263300, Farming-fishing, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,50, United-States, <=50K
44, State-gov,174325, Prof-specialty, Husband, Masters,14, Married-civ-spouse, Black, Male,7688,0,40, United-States, >50K
67, Self-emp-inc,182581, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,20051,0,20, United-States, >50K
44, Self-emp-not-inc,111483, Craft-repair, Own-child, 10th,6, Never-married, White, Male,0,0,50, United-States, <=50K
49, Private,227800, Prof-specialty, Husband, 7th-8th,4, Married-civ-spouse, White, Male,0,0,32, United-States, <=50K
18, Self-emp-inc,101061, Farming-fishing, Own-child, 11th,7, Never-married, White, Male,0,0,70, United-States, <=50K
37, Private,234807, Exec-managerial, Unmarried, Bachelors,13, Divorced, White, Female,7430,0,45, United-States, >50K
45, Private,132847, Handlers-cleaners, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
55, Self-emp-inc,141807, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
32, Private,126838, Craft-repair, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
44, Private,443040, Handlers-cleaners, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,40, United-States, <=50K
21, ?,219835, ?, Not-in-family, Assoc-voc,11, Never-married, White, Male,0,0,40, United-States, <=50K
51, Private,246519, Handlers-cleaners, Husband, 10th,6, Married-civ-spouse, White, Male,2105,0,45, United-States, <=50K
55, Private,175942, Priv-house-serv, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, France, <=50K
30, Private,236599, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
19, Private,298891, Sales, Not-in-family, 11th,7, Never-married, White, Female,0,0,40, Honduras, <=50K
31, Private,187560, Prof-specialty, Husband, HS-grad,9, Married-civ-spouse, White, Male,15024,0,40, United-States, >50K
27, Private,116207, Craft-repair, Husband, 9th,5, Married-civ-spouse, White, Male,0,0,32, United-States, <=50K
26, Private,247025, Handlers-cleaners, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
31, Private,170983, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
30, ?,104965, ?, Not-in-family, 9th,5, Never-married, White, Female,0,0,30, United-States, <=50K
32, Private,53260, Other-service, Unmarried, HS-grad,9, Divorced, Other, Female,0,0,28, United-States, <=50K
23, Private,215624, Machine-op-inspct, Unmarried, Some-college,10, Never-married, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
